CustomerID,Gender,Age,Annual_Income_k,Spending_Score
32504,Female,61,124.21,32.48
33000,Female,47,106.75,6.09
49896,Male,27,116.11,92.3
26877,Female,56,89.37,38.04
14500,Female,28,39.28,96.75
36252,Male,46,85.69,13.53
29575,Female,41,82.94,23.32
39974,Female,40,135.4,94.54
22953,Female,21,39.95,69.84
44579,Male,49,96.55,81.97
3487,Female,20,31.26,30.52
48173,Female,26,113.43,62.22
48697,Female,28,104.71,93.59
20706,Male,25,26.7,77.6
355,Female,34,31.29,15.37
7853,Female,28,15.72,18.04
40566,Female,29,131.32,73.87
10065,Female,21,36.05,15.73
30769,Female,39,135.18,5.01
46183,Female,36,80.03,64.47
30622,Female,36,111.23,7.41
25407,Female,67,128.84,4.94
17105,Female,18,27.57,65.16
10477,Female,24,17.28,4.42
38295,Female,37,124.41,91.56
40255,Male,31,121.98,95.52
7380,Female,19,26.91,18.24
19497,Male,24,21.35,75.97
39589,Male,29,89.82,62.57
48063,Female,43,81.9,65.74
48296,Female,34,126.01,91.08
22265,Female,23,33.13,71.41
37822,Female,29,104.58,90.55
44339,Male,38,134.42,60.19
2653,Female,20,25.73,16.91
36787,Male,49,78.07,27.62
32691,Male,55,121.86,25.19
39700,Female,46,79.98,77.23
49032,Female,34,73.47,71.75
14170,Male,28,23.85,83.96
9401,Male,24,39.31,38.21
38878,Male,31,118.73,61.01
22780,Male,21,31.03,96.8
29904,Female,67,81.57,28.81
21297,Female,20,35.16,97.56
28774,Female,36,75.64,13.89
5046,Female,22,21.97,37.02
25599,Male,48,135.73,2.9
15159,Female,22,36.53,84.28
42213,Female,37,87.66,73.72
27620,Female,45,126.66,23.94
38003,Female,28,84.92,94.19
22655,Female,18,20.88,65.29
24318,Female,28,21.84,98.55
38926,Female,27,108.74,67.6
11730,Female,24,24.64,34.64
36600,Male,53,70.87,37.31
37316,Female,59,131.77,17.97
40984,Male,34,136.58,80.02
26823,Female,62,93.65,3.81
44655,Female,41,119.81,63.33
28581,Female,54,120.49,9.77
34977,Female,63,105.46,10.8
22652,Male,18,27.88,92.66
41113,Male,29,70.48,61.72
19152,Female,24,35.78,96.02
41978,Male,33,120.84,70.27
2001,Female,29,30.38,17.07
18220,Female,20,36.76,70.39
36113,Male,53,132.3,25.26
46235,Female,37,110.28,85.08
29245,Male,60,84.86,24.34
25674,Female,57,82.78,31.23
41397,Male,35,77.85,80.97
14403,Female,29,34.92,66.84
45850,Male,47,77.67,80.92
21378,Female,26,35.15,80.37
21539,Female,27,29.65,97.32
9037,Male,34,21.93,33.45
44532,Female,42,95.23,94.09
15076,Male,19,29.65,65.77
26331,Male,47,117.77,31.65
9987,Male,28,17.14,23.6
49732,Male,29,93.17,94.87
19500,Female,23,15.94,94.07
41633,Female,33,133.42,67.49
38806,Male,26,99.51,62.27
34614,Female,35,133.39,21.12
42776,Male,33,87.97,83.21
6269,Male,34,34.83,13.31
34192,Female,39,102.5,9.66
15208,Female,23,39.63,62.56
46264,Female,48,127.24,85.7
38382,Male,37,103.58,87.65
6568,Female,18,16.53,34.44
12995,Male,19,36.66,95.11
35407,Male,35,116.1,14.44
45302,Female,41,130.54,63.92
27250,Male,53,70.84,25.02
49645,Male,34,84.04,63.06
37084,Male,54,107.68,13.94
14129,Female,19,36.6,73.95
22017,Female,21,35.89,63.77
5090,Male,25,20.88,33.89
26769,Female,59,130.66,4.14
7616,Male,34,31.84,38.79
32448,Female,41,85.86,37.28
43833,Female,33,112.66,77.09
15287,Female,19,21.55,84.29
40805,Male,46,91.56,75.33
24785,Male,21,26.07,93.27
26358,Male,43,76.81,30.51
13291,Male,18,21.04,75.66
15135,Female,26,31.42,72.26
11828,Female,26,39.7,9.7
14404,Female,21,27.46,71.33
33493,Female,36,110.34,35.89
9255,Female,34,25.03,7.35
37766,Female,29,121.89,74.49
1488,Female,29,24.55,12.77
22899,Female,23,37.03,65.07
23328,Female,19,28.06,79.66
21420,Male,28,23.43,63.88
29046,Male,64,98.54,21.78
4337,Female,20,16.11,32.06
26315,Female,52,89.09,3.12
15453,Female,21,22.46,74.16
22533,Male,22,19.87,96.23
15158,Male,26,23.82,60.78
17991,Female,25,34.95,78.11
48345,Male,29,103.11,81.72
35317,Female,62,125.83,10.11
29157,Male,62,102.02,28.91
12363,Male,34,20.89,25.93
10260,Female,19,39.92,25.28
33012,Female,60,115.45,38.04
13701,Female,21,34.25,70.44
45948,Male,45,92.79,77.84
37453,Female,55,92.37,11.54
1704,Male,33,24.4,4.87
11328,Male,34,33.44,36.73
16732,Male,22,23.22,89.26
3995,Male,21,21.18,38.98
25486,Female,52,95.74,4.52
5266,Male,32,19.47,4.21
7744,Female,27,24.99,39.72
3913,Female,23,36.85,3.05
38491,Female,27,83.64,81.35
7985,Male,22,29.81,30.96
15530,Male,27,26.57,67.73
931,Female,27,37.04,5.74
39239,Male,25,80.94,80.35
13890,Female,21,16.15,67.92
37008,Male,69,82.23,26.8
30386,Male,54,113.35,1.84
45238,Female,27,82.8,71.96
862,Male,23,28.66,38.71
40816,Male,31,135.93,65.3
13001,Female,21,16.14,85.76
32421,Female,45,99.76,1.86
1595,Female,18,17.58,23.82
10240,Male,29,16.72,23.95
32879,Female,64,70.82,3.11
19488,Male,21,27.6,73.1
21843,Female,28,19.33,88.8
41172,Female,37,84.95,86.08
5976,Female,30,15.73,37.31
29289,Female,44,96.55,5.24
46381,Male,47,80.72,91.29
24462,Male,23,24.24,81.32
36302,Female,50,93.05,31.21
11276,Female,18,25.54,20.9
44649,Female,31,78.04,84.62
25643,Female,50,130.36,20.7
26324,Male,35,122.41,33.38
42087,Male,43,111.59,83.6
25883,Male,53,122.09,24.5
11598,Female,27,16.77,13.95
14578,Male,23,30.16,92.06
49205,Female,40,79.12,62.44
26365,Male,43,132.38,3.41
18502,Female,20,39.45,82.29
45268,Female,39,121.73,68.08
14496,Female,22,19.63,71.0
29569,Male,50,116.47,37.95
43608,Female,33,84.52,90.35
23703,Male,20,21.43,77.54
19393,Female,19,33.4,90.95
38552,Female,36,94.79,97.85
10815,Female,32,25.6,22.79
32142,Female,37,126.62,34.46
8870,Male,26,31.73,32.65
226,Male,21,28.57,10.82
17396,Female,21,25.45,77.02
34082,Male,44,118.68,27.93
42031,Female,36,106.38,64.61
19889,Male,18,17.77,60.59
19396,Male,23,18.72,83.02
20635,Male,25,32.99,98.45
37422,Male,39,74.28,31.49
2762,Male,20,23.45,13.09
33480,Female,46,80.24,9.64
10927,Male,25,32.0,20.5
46031,Female,39,77.82,91.63
4539,Female,33,15.24,1.14
41715,Male,29,112.22,63.95
19513,Male,20,18.43,74.76
39212,Female,28,89.82,85.5
29267,Female,57,87.58,31.74
45846,Female,49,72.74,72.97
39439,Male,41,98.05,80.41
44432,Female,45,89.25,68.12
22523,Male,19,24.72,96.38
21657,Female,22,28.32,92.09
49585,Male,49,108.95,92.75
14460,Female,28,34.94,65.7
14410,Female,18,32.67,80.57
33228,Male,62,90.02,8.75
7213,Male,23,15.68,1.13
14581,Female,27,19.53,69.6
14837,Female,26,38.98,63.99
40779,Female,46,90.99,92.12
23970,Female,25,28.61,98.13
16275,Male,24,34.32,88.9
37446,Male,37,117.95,21.59
29639,Female,53,80.57,31.75
1398,Male,28,16.73,14.06
46411,Male,39,80.63,98.24
45750,Male,27,104.19,90.3
15953,Male,26,31.96,97.57
19821,Female,25,25.8,98.26
38360,Male,29,104.84,96.29
17310,Female,24,35.67,68.14
16600,Male,29,27.37,83.37
46342,Female,48,86.35,82.78
1247,Female,24,24.52,3.13
16031,Male,28,38.35,89.98
26645,Female,48,116.01,2.02
45567,Female,25,131.95,75.44
27675,Male,49,132.57,16.2
20959,Male,18,17.26,98.56
43025,Male,38,122.17,93.99
33714,Male,39,124.05,33.34
6940,Female,32,39.47,4.33
45127,Male,39,106.15,76.5
13925,Male,26,37.24,85.88
3242,Male,32,27.81,25.22
11151,Male,30,30.58,20.67
48320,Female,39,75.79,86.47
19672,Male,23,35.3,77.65
1414,Female,34,17.87,1.15
28283,Male,65,74.25,27.24
41013,Female,45,131.84,97.58
34241,Male,47,79.13,37.17
29576,Female,42,98.4,38.04
41271,Female,25,97.93,65.31
8258,Female,20,23.73,7.8
26853,Female,56,129.23,7.21
8881,Female,26,28.05,20.97
22079,Female,26,25.22,66.05
47731,Male,30,111.84,80.55
19350,Female,26,33.82,69.17
32182,Male,53,75.51,30.42
16955,Male,24,23.09,68.66
39247,Female,33,94.64,85.42
1622,Female,25,36.09,18.08
47757,Male,32,135.63,65.84
45676,Male,46,100.83,64.18
2405,Female,24,19.62,14.3
30797,Female,61,107.63,31.07
37587,Female,29,110.67,87.89
23318,Male,28,24.54,72.28
12831,Male,19,33.8,64.51
33558,Male,35,109.48,25.57
29558,Female,59,89.78,21.13
43987,Female,39,108.24,79.18
27894,Female,43,121.52,28.17
5295,Male,20,32.13,27.19
24914,Female,20,32.64,81.39
34660,Male,69,115.41,2.93
1785,Female,23,21.42,4.61
39886,Male,36,71.83,85.39
17567,Female,25,30.53,80.58
16063,Female,18,18.61,89.97
48446,Male,28,74.43,69.93
20383,Male,21,30.14,91.6
40878,Male,42,71.78,92.22
18058,Male,25,37.17,73.32
19067,Female,18,24.64,84.38
20526,Male,21,37.65,92.84
5848,Male,27,39.72,3.81
18623,Male,29,25.4,91.14
45474,Male,49,104.22,63.87
31761,Female,56,97.08,26.91
5212,Male,33,24.19,28.5
25731,Male,50,121.14,6.46
6374,Female,21,39.05,17.46
30198,Male,69,120.29,13.7
23946,Male,26,20.35,81.1
36935,Female,52,110.17,10.38
34848,Female,63,98.33,25.21
15293,Female,19,38.26,88.03
1852,Female,34,18.14,13.13
18433,Male,27,24.41,96.16
28971,Female,41,79.94,31.77
17040,Male,25,36.28,98.32
6688,Male,25,39.14,8.89
40939,Female,35,96.44,81.32
42182,Male,40,135.75,91.64
25253,Male,54,133.94,2.69
18842,Male,20,18.98,79.85
15807,Male,24,23.04,62.79
4182,Female,19,16.54,34.24
13863,Male,22,23.72,67.2
20190,Male,20,18.72,61.97
8785,Male,20,17.25,12.0
3706,Male,27,21.0,35.78
24446,Male,18,32.35,90.57
37772,Female,44,83.67,75.49
5159,Female,34,16.61,11.5
29837,Male,58,135.76,20.13
6130,Female,28,15.51,31.55
11030,Female,34,36.43,35.79
47339,Male,42,123.6,98.04
36030,Male,49,91.72,38.9
33447,Male,50,87.7,3.05
4117,Male,22,37.37,37.22
11757,Female,24,29.68,27.01
27124,Male,65,86.63,1.53
5370,Male,20,38.35,8.61
15979,Female,28,30.44,98.15
9135,Male,30,33.82,31.29
11062,Female,34,32.06,10.51
4551,Female,31,38.05,2.99
35859,Female,36,71.43,16.15
46857,Female,37,112.37,68.03
43901,Male,42,109.98,78.51
17578,Male,27,37.39,92.17
2747,Male,25,27.92,29.7
21851,Female,21,27.02,62.38
25748,Female,66,131.47,9.21
6073,Male,31,22.22,39.04
23921,Female,23,26.84,72.99
12934,Male,23,15.3,90.18
36181,Male,38,109.59,18.33
34381,Male,48,131.42,3.89
28997,Female,59,125.72,31.37
38261,Female,29,124.17,79.56
513,Male,23,24.81,38.29
16135,Female,18,15.48,75.33
35634,Male,45,76.11,22.26
8089,Female,34,16.73,12.15
36093,Male,37,89.07,7.84
31392,Male,56,132.91,9.65
33043,Male,55,86.09,8.17
34309,Female,68,132.11,14.48
12628,Male,29,28.72,72.76
1977,Female,31,24.08,16.22
7338,Female,26,32.5,31.07
42453,Male,36,74.45,65.93
22972,Male,26,28.56,96.87
37308,Male,38,82.82,21.94
44972,Male,36,124.36,79.39
5217,Female,26,29.46,7.98
23623,Male,22,16.51,78.37
41400,Female,46,128.9,82.2
20311,Male,20,29.84,76.99
658,Female,23,16.77,10.92
35038,Female,54,102.8,26.49
44828,Male,39,135.11,96.89
15944,Male,20,33.88,81.57
42014,Female,34,103.43,79.98
28058,Male,68,90.04,8.71
21872,Female,20,18.64,90.07
7028,Male,28,16.84,22.25
49786,Female,36,89.01,67.95
30813,Female,67,119.48,28.09
35602,Male,69,94.64,29.87
21547,Male,19,25.45,85.91
14795,Male,24,16.38,75.97
45054,Male,38,115.59,96.98
3900,Female,23,17.36,15.46
29369,Male,52,101.66,3.48
15626,Male,24,27.59,94.12
46649,Female,37,96.39,68.58
10285,Male,31,27.25,39.02
25874,Female,65,122.87,5.72
18720,Female,27,28.98,81.91
14949,Male,25,35.4,66.73
38344,Female,42,95.73,73.53
31304,Female,69,75.48,24.83
6543,Female,32,27.02,29.11
42691,Male,27,113.49,67.55
5877,Male,30,39.93,31.69
49325,Female,40,105.42,75.13
15603,Female,19,20.94,76.34
23358,Female,23,36.03,60.86
46343,Female,27,107.02,91.29
19128,Female,28,23.43,86.36
34792,Female,44,121.86,18.06
36360,Male,37,94.25,32.73
18144,Male,23,23.64,72.63
317,Male,26,38.19,39.8
730,Male,32,39.76,8.83
45883,Female,49,72.36,90.5
6216,Male,26,17.87,34.92
17299,Male,18,30.11,74.87
1842,Male,22,19.34,27.92
2387,Female,34,39.53,24.93
21346,Male,27,19.78,78.82
22115,Male,21,19.25,75.59
43746,Female,46,136.41,94.55
5467,Female,21,34.82,4.64
38366,Female,42,96.76,69.58
46720,Female,41,105.51,78.51
5541,Female,34,35.98,29.06
23563,Male,21,33.75,87.5
23013,Female,19,22.66,93.94
32742,Female,64,135.13,32.34
14164,Female,27,19.33,72.35
9063,Male,24,21.12,3.72
28698,Female,38,87.77,13.83
18491,Male,20,17.43,63.12
14826,Female,18,25.57,75.64
49828,Male,35,90.83,75.54
15680,Male,24,36.98,73.47
7933,Male,29,30.13,32.42
38881,Male,42,84.23,87.02
3003,Female,20,29.79,25.69
31444,Male,61,114.15,30.6
6263,Female,34,29.45,26.59
3954,Female,30,16.4,35.53
45135,Male,47,132.34,78.13
33479,Male,45,117.73,22.09
18554,Male,20,33.01,67.56
24224,Female,24,29.51,65.91
32042,Female,63,96.01,28.23
26219,Male,69,80.84,34.31
14633,Female,24,33.51,83.24
17091,Female,22,20.87,88.08
34427,Female,42,126.99,2.47
9377,Female,19,33.54,6.81
17781,Female,26,25.74,92.29
10437,Male,21,20.98,33.12
7569,Male,25,38.92,29.91
23550,Male,25,33.06,84.71
1459,Female,23,28.82,29.89
42297,Female,34,131.1,76.73
34366,Male,66,119.56,5.73
29309,Male,68,89.57,14.83
4846,Female,28,25.94,1.12
41961,Male,47,110.34,84.58
38153,Female,48,128.62,60.96
24381,Male,20,17.82,62.92
38922,Female,45,106.61,70.61
26539,Male,43,81.31,19.22
5937,Male,19,26.28,5.56
7674,Male,26,29.9,15.14
40437,Female,25,124.7,62.33
35495,Female,46,116.85,19.44
39592,Male,41,82.09,84.73
14175,Female,23,30.65,89.55
40382,Female,26,109.07,65.9
23138,Female,21,37.65,70.14
29629,Female,62,103.93,2.31
32309,Female,59,84.01,22.76
30872,Male,49,84.41,25.2
28093,Male,38,72.24,11.87
32485,Male,38,132.11,31.54
32813,Female,49,82.82,14.31
25155,Female,43,72.64,1.5
10154,Male,34,23.92,15.7
25867,Female,62,72.22,11.29
15444,Female,27,36.35,96.55
14193,Male,28,25.44,62.72
13718,Male,27,29.06,96.97
17349,Male,21,21.22,88.66
6421,Male,23,29.63,31.15
38691,Female,45,112.81,80.68
47431,Male,40,101.23,89.47
34115,Male,48,73.28,15.98
817,Male,22,21.15,16.71
13864,Female,23,18.24,86.51
49437,Female,44,104.97,94.51
10588,Female,25,24.68,37.68
49498,Male,32,131.83,76.85
26518,Male,46,111.01,1.21
5246,Male,34,27.65,4.32
38332,Male,47,92.95,92.03
48333,Male,38,127.37,97.54
14927,Female,27,38.5,98.76
49066,Male,47,114.47,81.38
37865,Male,29,72.56,68.9
23347,Female,25,26.7,88.47
27037,Male,62,111.99,23.77
40419,Male,31,81.76,74.13
28962,Male,69,127.46,17.83
23035,Female,24,27.79,82.33
17325,Male,29,30.4,79.49
44928,Male,36,96.81,97.1
18247,Male,28,33.36,80.13
21404,Female,29,35.47,66.74
47288,Female,38,123.51,87.16
14711,Female,18,32.76,90.29
6368,Female,34,23.67,27.92
48396,Female,44,73.55,74.46
42364,Female,35,98.49,75.28
40889,Female,29,80.0,67.33
31707,Female,52,90.79,35.34
3379,Male,19,37.17,8.74
39488,Female,38,102.76,64.76
13703,Female,26,26.74,80.8
16884,Female,29,33.94,81.89
9657,Female,30,19.79,16.16
40355,Male,26,70.69,79.4
31379,Female,35,112.62,30.39
28459,Female,42,102.37,20.75
28447,Male,49,85.68,24.3
26890,Female,46,131.7,36.79
20716,Male,27,16.74,75.93
40605,Female,29,92.06,86.13
45282,Male,47,135.4,70.19
32112,Male,56,117.62,32.66
34349,Female,61,72.26,12.66
15205,Male,19,18.76,96.67
6893,Male,29,37.21,37.31
22135,Male,29,20.34,62.67
44142,Male,37,92.74,81.09
3029,Male,25,19.04,15.39
16298,Male,28,30.18,97.71
32722,Male,55,81.29,39.62
25135,Female,61,72.32,7.54
9056,Female,19,18.86,10.19
34886,Female,45,84.61,25.86
16229,Female,24,16.42,60.37
11282,Female,34,34.57,38.13
25574,Female,39,130.3,33.42
36502,Female,69,104.52,6.4
48211,Male,42,79.13,95.85
43418,Male,33,90.6,89.59
46465,Male,33,131.93,98.65
16704,Male,23,15.76,71.28
32459,Male,45,95.03,1.5
6162,Female,34,19.63,7.37
42992,Female,27,77.12,71.94
19307,Male,29,28.67,71.34
48552,Male,49,109.63,67.87
40378,Female,29,102.29,88.0
39954,Male,26,99.46,83.91
4989,Male,18,34.27,26.87
19076,Female,20,19.35,71.95
20183,Female,24,21.12,72.91
38820,Male,44,107.4,72.72
19433,Female,22,17.25,66.14
36919,Male,39,110.01,1.52
19483,Female,23,17.97,92.84
39059,Female,34,76.11,63.01
39447,Male,28,106.02,67.13
22157,Male,21,39.72,93.22
37812,Male,49,124.9,77.75
12291,Male,26,39.62,8.6
36129,Male,69,75.03,38.59
2297,Female,22,23.1,39.12
3832,Female,21,29.53,38.39
33223,Male,43,117.54,20.81
11495,Female,28,38.24,11.02
20791,Female,29,15.94,93.36
44316,Male,31,134.33,60.45
38885,Female,32,88.09,80.74
3435,Female,34,18.46,5.67
38208,Male,30,87.77,80.55
3078,Female,32,19.2,17.36
1108,Male,24,25.44,5.54
16656,Female,26,21.16,64.5
45227,Female,48,114.55,76.58
25831,Male,57,118.81,3.57
21504,Female,28,30.99,92.84
46861,Female,26,126.15,87.56
2147,Male,29,27.9,12.89
36815,Female,51,111.27,5.09
25284,Female,48,75.83,12.41
27041,Female,63,108.72,27.48
46779,Male,30,124.14,96.16
45190,Male,44,72.34,83.09
18146,Male,27,24.14,70.85
27708,Female,40,96.26,12.53
46652,Female,49,79.54,75.94
7763,Female,26,31.8,15.71
29633,Female,48,112.61,22.11
8146,Male,30,37.96,6.25
40440,Male,45,113.39,64.48
13040,Male,22,31.89,68.94
34038,Female,68,114.27,2.27
36291,Female,62,76.78,9.67
27908,Female,35,135.5,10.64
24657,Male,18,17.04,81.18
16994,Female,27,23.49,90.15
5346,Female,23,28.98,26.88
5166,Male,31,25.72,10.12
34826,Female,42,118.84,9.89
1676,Male,26,23.56,39.27
31690,Female,63,95.93,7.57
4147,Female,33,35.19,28.68
31936,Male,50,136.85,24.1
18394,Male,18,22.91,62.15
4708,Male,34,30.08,17.13
2586,Male,20,22.86,32.59
28118,Male,37,70.99,34.76
42180,Male,49,74.83,84.22
31619,Female,42,120.22,37.74
35764,Female,65,82.5,31.19
22582,Female,19,28.38,87.32
13836,Male,24,18.68,89.42
12045,Female,33,29.14,28.64
30768,Female,48,133.82,11.44
7129,Male,27,36.84,13.04
22784,Female,26,17.44,97.37
23251,Female,21,25.97,84.28
23886,Male,27,16.9,62.17
40094,Female,30,113.64,80.76
31012,Male,47,133.44,4.82
12083,Male,24,21.27,18.22
7787,Female,30,17.94,6.6
5730,Male,27,23.17,15.49
13964,Female,23,23.24,93.05
49262,Male,48,123.32,64.34
5122,Female,24,27.74,8.12
10340,Male,28,26.89,7.34
2821,Female,30,38.28,33.82
32608,Female,40,77.63,33.71
1035,Female,31,31.12,9.96
234,Female,26,38.14,18.58
20697,Female,20,17.12,97.04
45287,Male,43,118.05,89.04
29065,Male,43,82.78,30.01
16382,Female,29,30.03,92.24
36642,Male,47,132.42,29.09
11934,Female,23,17.16,11.15
49558,Female,31,106.71,64.41
1320,Male,23,24.17,6.74
19422,Female,26,33.76,66.29
14195,Female,21,33.19,70.33
27212,Male,67,92.34,6.19
23944,Male,19,15.61,80.96
30571,Male,64,117.62,18.91
24192,Female,22,22.94,67.04
42796,Female,33,97.55,88.37
23408,Male,21,37.79,87.74
757,Male,30,25.56,15.72
27670,Male,57,123.96,33.37
5554,Male,21,35.53,25.92
33457,Male,63,121.7,34.28
41064,Female,28,131.7,63.18
18338,Male,20,39.3,66.63
5043,Male,31,31.11,6.36
20136,Male,18,31.67,69.35
6492,Male,34,33.89,27.31
18130,Male,21,32.59,72.01
30129,Female,68,73.35,25.99
38904,Male,36,120.15,69.62
14130,Female,25,26.63,85.23
28148,Male,57,100.85,21.66
6690,Female,30,26.96,20.98
9694,Male,23,28.46,30.9
39653,Male,38,97.28,92.43
812,Female,21,21.18,25.98
28625,Female,45,79.78,34.77
27746,Male,56,102.19,26.68
23714,Female,19,32.13,67.21
13505,Female,19,21.58,71.06
13798,Male,24,22.59,64.57
33257,Female,58,118.57,32.47
9721,Male,24,34.68,34.26
44137,Female,48,82.09,96.18
8318,Male,19,27.52,21.15
36326,Female,35,111.63,22.35
48422,Female,35,128.37,63.66
39928,Male,37,133.0,69.49
2631,Female,22,27.33,11.36
18015,Female,19,37.16,98.3
24532,Male,18,20.0,70.67
8678,Female,31,31.51,1.34
1619,Female,23,35.97,35.21
21724,Female,19,24.12,79.51
20565,Male,24,33.89,68.68
16172,Female,19,20.56,73.45
8490,Female,26,22.46,20.24
16339,Female,19,26.18,73.17
5456,Male,27,31.07,35.71
35814,Female,60,128.51,18.62
48472,Male,30,89.72,79.9
22751,Female,27,15.43,66.79
7832,Female,33,34.66,22.07
16695,Female,29,37.82,67.01
23468,Female,29,17.58,92.15
5628,Female,19,22.11,36.26
4223,Male,18,21.34,4.47
35610,Female,36,78.02,10.0
21131,Female,24,27.67,69.02
18857,Male,26,26.3,94.17
42679,Male,39,115.79,86.48
10640,Male,34,18.05,2.66
10614,Female,22,31.48,31.36
45810,Female,25,114.26,64.37
18479,Female,20,22.33,65.28
5763,Female,19,32.77,19.94
26690,Female,55,89.01,1.29
44533,Male,37,84.97,71.77
45318,Female,29,136.18,77.77
44237,Female,37,98.79,88.78
17597,Female,22,31.86,77.22
45088,Female,33,133.54,66.43
40911,Male,39,78.92,91.66
22039,Male,19,22.05,96.35
23255,Female,27,25.38,66.01
45134,Female,35,79.51,98.5
27772,Female,38,74.19,28.98
10277,Female,33,25.63,38.46
10242,Female,33,30.11,35.95
211,Male,31,28.08,14.99
28977,Female,44,82.47,25.33
39436,Female,37,109.72,91.39
43448,Female,46,88.35,90.19
43062,Female,46,74.91,81.55
36051,Female,64,87.55,32.55
13688,Female,27,18.29,80.14
26072,Male,39,135.42,16.3
3023,Female,19,18.85,11.34
4111,Male,23,37.03,35.88
19012,Male,25,29.19,80.69
15839,Male,27,16.6,93.78
46040,Male,35,107.04,84.7
6757,Female,31,37.54,23.64
18807,Male,20,37.39,90.16
32677,Male,65,129.48,27.68
42727,Male,40,74.03,71.53
11066,Male,24,30.54,35.01
17180,Male,22,32.98,90.4
27738,Female,66,84.39,7.58
24457,Male,20,29.4,66.53
36005,Female,51,88.63,18.89
36083,Male,51,125.11,13.55
41991,Female,45,93.17,85.86
14412,Female,22,31.71,85.23
8531,Female,32,29.09,6.75
33307,Male,60,87.08,11.11
23784,Female,22,23.52,97.31
14338,Female,21,20.91,89.81
22955,Female,20,24.44,65.37
36824,Male,69,105.21,17.03
11451,Female,23,35.25,15.02
7259,Female,19,16.95,14.44
42765,Male,41,114.88,92.94
49142,Male,26,125.94,92.27
18604,Male,19,28.4,98.54
3032,Female,34,23.17,20.45
46318,Female,46,77.0,88.57
7230,Female,27,27.92,28.88
117,Male,32,17.08,4.58
9247,Female,18,19.2,27.7
19476,Female,21,24.54,60.36
18810,Male,20,31.2,83.31
24557,Female,26,24.13,68.23
3796,Male,23,24.55,4.57
46266,Female,48,130.64,81.81
47403,Male,40,76.02,97.93
12415,Female,18,15.36,9.35
5880,Male,34,35.16,30.7
13397,Male,25,23.12,85.11
30393,Female,38,112.79,34.61
38492,Female,45,99.74,78.44
6803,Female,30,35.44,19.54
25305,Male,56,111.77,17.1
34698,Female,52,107.87,36.37
8587,Female,28,31.87,15.76
45079,Male,33,120.28,73.11
48408,Male,41,117.25,63.96
5626,Female,21,29.21,3.09
10343,Female,24,19.03,32.09
15696,Male,22,31.82,85.0
17259,Female,18,23.6,95.2
34825,Female,60,101.06,7.68
39720,Female,38,114.93,77.93
47285,Male,31,103.78,97.85
35250,Female,54,129.71,7.43
5921,Female,18,16.05,3.71
14626,Male,23,29.64,79.5
16114,Male,27,21.47,94.83
7267,Male,31,32.33,33.68
36755,Male,62,107.28,35.63
14983,Female,19,32.9,71.86
76,Female,34,36.22,6.33
35251,Female,52,128.63,32.1
26831,Female,57,80.04,36.17
44840,Female,30,95.85,84.67
1125,Female,26,22.71,23.35
25982,Male,41,110.47,12.68
42315,Female,37,103.1,73.93
16455,Female,20,26.17,63.95
45756,Female,33,132.72,65.86
6428,Male,28,24.29,24.01
27935,Male,40,105.31,16.39
30844,Male,36,95.34,39.86
30082,Female,56,94.46,26.66
15007,Male,20,25.1,90.22
34083,Male,55,134.43,32.54
40403,Female,41,131.56,80.77
47395,Male,32,81.28,61.61
28704,Female,36,87.95,15.92
35849,Male,67,123.97,21.43
47721,Male,38,122.34,74.84
29396,Female,60,73.15,37.33
14580,Female,23,30.62,62.82
17901,Male,19,29.37,74.82
195,Female,28,36.64,32.87
48183,Male,47,95.73,81.63
30800,Female,55,118.12,8.59
19220,Female,23,22.13,74.97
46099,Female,29,75.38,95.63
2814,Female,22,21.52,7.35
20371,Male,28,21.2,70.98
6538,Male,26,30.63,32.13
2665,Male,29,17.33,23.98
22857,Male,21,36.03,69.69
11618,Male,34,29.97,1.04
2953,Male,28,19.3,12.91
45702,Male,34,117.95,78.32
12059,Male,32,36.87,22.8
29339,Female,59,89.94,26.23
45491,Male,41,126.67,88.84
26379,Female,65,112.87,34.15
27862,Male,45,131.29,31.12
10534,Female,32,35.61,16.17
15459,Female,23,29.33,80.34
49677,Male,46,125.7,83.13
45505,Female,25,103.03,87.11
43502,Female,34,71.07,87.37
34624,Female,40,71.34,10.47
5505,Female,34,20.12,3.53
16257,Female,23,39.42,91.2
9238,Female,19,15.03,23.66
45503,Female,32,107.25,91.08
7951,Male,34,21.38,2.22
13684,Female,19,26.94,83.58
15633,Male,23,18.86,98.71
26307,Female,44,109.1,39.67
22072,Male,26,19.51,68.16
36753,Male,38,103.82,21.87
48321,Female,34,125.34,84.5
29279,Male,38,118.95,12.62
1632,Male,27,27.82,14.39
6109,Female,33,23.8,13.32
24340,Male,23,23.95,74.6
15815,Female,18,25.98,69.67
24384,Female,20,31.81,77.25
26608,Male,56,83.08,34.93
840,Male,24,22.6,12.85
11476,Female,30,24.59,38.71
20627,Male,21,19.4,86.7
8280,Female,33,36.43,23.88
30634,Male,46,89.55,22.91
49341,Male,39,107.05,76.89
42845,Male,32,110.71,73.1
31545,Male,60,122.92,11.81
29501,Female,67,83.76,10.24
47763,Female,33,107.44,81.48
8876,Female,18,35.86,26.93
43098,Male,40,74.19,94.77
30915,Female,43,100.71,16.72
5686,Female,34,27.03,36.82
5734,Male,27,30.19,18.68
30293,Female,69,88.34,17.33
11301,Female,32,27.52,12.35
5599,Female,22,15.14,39.44
