CustomerID,Gender,Age,Annual_Income_k,Spending_Score,KMeans_Cluster,DBSCAN_Cluster,Income_Category,Spending_Category,Age_Group,Customer_Value
14512,Male,24,28.06,82.27,1,3,Low,High,Young,55.165
36416,Male,39,119.87,28.94,0,0,High,Low,Adult,74.405
45531,Male,41,73.08,95.93,2,2,Medium,High,Middle-aged,84.505
32441,Female,47,122.51,12.6,0,0,High,Low,Middle-aged,67.555
29017,Male,63,99.64,11.56,0,0,High,Low,Senior,55.6
1797,Female,24,27.33,1.15,3,1,Low,Low,Young,14.239999999999998
21750,Female,21,23.62,96.98,1,3,Low,High,Young,60.300000000000004
46578,Female,42,70.49,83.84,2,2,Medium,High,Middle-aged,77.16499999999999
3019,Female,21,37.24,39.98,3,1,Low,Medium,Young,38.61
33437,Female,40,117.02,11.4,0,0,High,Low,Adult,64.21
13372,Female,22,36.28,96.36,1,3,Low,High,Young,66.32
15648,Male,18,27.59,96.2,1,3,Low,High,Young,61.895
19259,Male,19,17.27,66.67,1,3,Low,High,Young,41.97
17433,Female,21,36.19,66.65,1,3,Low,High,Young,51.42
21369,Female,27,22.65,76.28,1,3,Low,High,Adult,49.465
32828,Female,42,95.62,19.63,0,0,High,Low,Middle-aged,57.625
12213,Female,25,15.74,8.42,3,1,Low,Low,Young,12.08
6704,Female,32,20.61,11.37,3,1,Low,Low,Adult,15.989999999999998
35537,Female,65,122.49,11.25,0,0,High,Low,Senior,66.87
44951,Male,47,89.33,88.78,2,2,High,High,Middle-aged,89.055
15031,Female,21,23.44,69.33,1,3,Low,High,Young,46.385
2646,Male,34,21.0,22.72,3,1,Low,Low,Adult,21.86
21795,Male,22,35.74,92.52,1,3,Low,High,Young,64.13
15781,Female,26,39.67,89.91,1,3,Low,High,Adult,64.78999999999999
187,Female,32,33.42,22.75,3,1,Low,Low,Adult,28.085
43431,Female,41,127.15,72.17,2,2,High,High,Middle-aged,99.66
8107,Male,30,33.27,11.6,3,1,Low,Low,Adult,22.435000000000002
2167,Male,30,26.17,14.38,3,1,Low,Low,Adult,20.275000000000002
6317,Male,29,30.85,2.1,3,1,Low,Low,Adult,16.475
32535,Male,53,101.44,23.34,0,0,High,Low,Middle-aged,62.39
11399,Female,32,22.76,6.85,3,1,Low,Low,Adult,14.805
13131,Male,18,20.32,95.51,1,3,Low,High,Young,57.915000000000006
49385,Female,37,122.8,98.08,2,2,High,High,Adult,110.44
30283,Male,63,117.81,24.62,0,0,High,Low,Senior,71.215
24129,Male,23,17.2,74.95,1,3,Low,High,Young,46.075
45629,Female,49,84.18,79.23,2,2,High,High,Middle-aged,81.70500000000001
49153,Female,49,84.06,73.24,2,2,High,High,Middle-aged,78.65
27558,Male,54,94.67,31.19,0,0,High,Low,Middle-aged,62.93
4933,Female,25,32.94,35.34,3,1,Low,Medium,Young,34.14
281,Male,20,36.04,34.01,3,1,Low,Medium,Young,35.025
20967,Male,18,31.42,95.95,1,3,Low,High,Young,63.685
20095,Male,20,35.85,81.35,1,3,Low,High,Young,58.599999999999994
28566,Female,52,120.65,2.41,0,0,High,Low,Middle-aged,61.53
39719,Female,42,106.84,89.05,2,2,High,High,Middle-aged,97.945
11098,Female,28,16.56,36.99,3,1,Low,Medium,Adult,26.775
29138,Male,69,72.62,27.75,0,0,Medium,Low,Senior,50.185
39068,Male,37,129.44,66.02,2,2,High,High,Adult,97.72999999999999
28487,Male,59,126.65,39.47,0,0,High,Medium,Middle-aged,83.06
3724,Female,22,19.92,34.57,3,1,Low,Medium,Young,27.245
24960,Female,20,33.86,96.44,1,3,Low,High,Young,65.15
33351,Male,61,71.42,13.52,0,0,Medium,Low,Senior,42.47
30776,Male,38,127.39,15.98,0,0,High,Low,Adult,71.685
3282,Male,33,24.96,7.63,3,1,Low,Low,Adult,16.295
44438,Male,30,100.89,62.9,2,2,High,Medium,Adult,81.895
10492,Male,23,19.2,25.64,3,1,Low,Low,Young,22.42
12540,Male,21,36.56,78.93,1,3,Low,High,Young,57.745000000000005
7733,Male,30,26.84,8.86,3,1,Low,Low,Adult,17.85
43646,Female,45,74.6,91.97,2,2,Medium,High,Middle-aged,83.285
31387,Male,57,131.37,10.44,0,0,High,Low,Middle-aged,70.905
9702,Female,30,22.15,6.47,3,1,Low,Low,Adult,14.309999999999999
25422,Male,68,134.7,12.68,0,0,High,Low,Senior,73.69
16949,Female,21,39.82,84.09,1,3,Low,High,Young,61.955
6320,Male,28,21.31,36.53,3,1,Low,Medium,Adult,28.92
10119,Male,29,16.44,36.09,3,1,Low,Medium,Adult,26.265
17817,Female,18,32.1,95.7,1,3,Low,High,Young,63.900000000000006
2846,Female,21,15.37,35.71,3,1,Low,Medium,Young,25.54
20871,Male,23,39.88,71.03,1,3,Low,High,Young,55.455
15542,Male,24,28.24,61.23,1,3,Low,Medium,Young,44.735
41230,Male,32,100.22,81.96,2,2,High,High,Adult,91.09
3579,Male,24,33.7,4.57,3,1,Low,Low,Young,19.135
30924,Female,65,77.5,9.46,0,0,Medium,Low,Senior,43.480000000000004
38041,Male,46,110.74,84.91,2,2,High,High,Middle-aged,97.82499999999999
14024,Male,19,20.73,82.19,1,3,Low,High,Young,51.46
41881,Male,47,127.34,60.23,2,2,High,Medium,Middle-aged,93.785
29881,Female,47,133.14,33.8,0,0,High,Medium,Middle-aged,83.47
683,Female,25,35.5,28.1,3,1,Low,Low,Young,31.8
25619,Female,38,109.46,36.73,0,0,High,Medium,Adult,73.095
4231,Female,34,22.85,8.49,3,1,Low,Low,Adult,15.670000000000002
5936,Male,24,20.01,14.41,3,1,Low,Low,Young,17.21
30234,Female,67,70.78,6.63,0,0,Medium,Low,Senior,38.705
12900,Male,23,38.13,77.16,1,3,Low,High,Young,57.644999999999996
16285,Male,27,19.54,70.11,1,3,Low,High,Adult,44.825
5002,Male,27,33.73,18.0,3,1,Low,Low,Adult,25.865
2924,Female,34,28.31,24.67,3,1,Low,Low,Adult,26.490000000000002
21241,Male,24,37.9,74.34,1,3,Low,High,Young,56.120000000000005
18095,Female,28,24.49,70.17,1,3,Low,High,Adult,47.33
49719,Male,35,134.32,97.77,2,2,High,High,Adult,116.04499999999999
2692,Male,21,21.62,14.64,3,1,Low,Low,Young,18.130000000000003
7828,Female,33,36.55,26.78,3,1,Low,Low,Adult,31.665
4812,Female,21,21.79,6.68,3,1,Low,Low,Young,14.235
36511,Male,52,70.2,31.37,0,0,Medium,Low,Middle-aged,50.785000000000004
3447,Male,29,21.07,29.64,3,1,Low,Low,Adult,25.355
28347,Female,65,126.12,17.22,0,0,High,Low,Senior,71.67
41779,Female,49,77.02,75.87,2,2,Medium,High,Middle-aged,76.445
8157,Female,22,29.99,17.78,3,1,Low,Low,Young,23.884999999999998
18766,Female,27,35.37,71.68,1,3,Low,High,Adult,53.525000000000006
17474,Male,20,35.73,80.6,1,3,Low,High,Young,58.16499999999999
27184,Female,58,101.61,14.54,0,0,High,Low,Middle-aged,58.075
39560,Male,45,94.3,94.9,2,2,High,High,Middle-aged,94.6
44925,Female,35,134.63,71.29,2,2,High,High,Adult,102.96000000000001
44415,Female,39,110.72,78.32,2,2,High,High,Adult,94.52
48324,Female,48,127.44,66.38,2,2,High,High,Middle-aged,96.91
28782,Male,55,113.73,1.7,0,0,High,Low,Middle-aged,57.715
44440,Male,38,131.56,80.43,2,2,High,High,Adult,105.995
44114,Male,33,120.86,79.03,2,2,High,High,Adult,99.945
48930,Female,47,74.44,92.39,2,2,Medium,High,Middle-aged,83.41499999999999
1232,Male,18,18.17,16.28,3,1,Low,Low,Young,17.225
7752,Male,25,20.34,30.46,3,1,Low,Low,Young,25.4
109,Male,21,19.44,30.27,3,1,Low,Low,Young,24.855
40331,Male,37,116.96,77.61,2,2,High,High,Adult,97.285
22515,Male,19,27.9,68.94,1,3,Low,High,Young,48.42
14147,Female,29,19.67,93.19,1,3,Low,High,Adult,56.43
16840,Male,26,25.92,67.26,1,3,Low,High,Adult,46.59
48570,Male,46,115.73,91.04,2,2,High,High,Middle-aged,103.385
3530,Male,30,38.35,35.86,3,1,Low,Medium,Adult,37.105000000000004
3111,Female,27,30.15,22.75,3,1,Low,Low,Adult,26.45
23598,Male,27,31.07,82.69,1,3,Low,High,Adult,56.879999999999995
19754,Female,18,20.02,63.74,1,3,Low,Medium,Young,41.88
23130,Female,21,20.63,97.01,1,3,Low,High,Young,58.82
45216,Female,31,127.42,88.77,2,2,High,High,Adult,108.095
24900,Female,22,37.19,60.89,1,3,Low,Medium,Young,49.04
38978,Male,43,96.9,67.05,2,2,High,High,Middle-aged,81.975
35828,Male,53,124.19,20.78,0,0,High,Low,Middle-aged,72.485
48853,Male,43,115.29,75.19,2,2,High,High,Middle-aged,95.24000000000001
33473,Female,61,89.88,35.99,0,0,High,Medium,Senior,62.935
37984,Female,25,117.68,65.2,2,2,High,Medium,Young,91.44
12499,Female,23,21.56,21.93,3,1,Low,Low,Young,21.744999999999997
37633,Male,46,94.29,73.02,2,2,High,High,Middle-aged,83.655
1397,Female,18,38.45,36.79,3,1,Low,Medium,Young,37.620000000000005
12359,Male,21,33.72,4.18,3,1,Low,Low,Young,18.95
44375,Female,33,89.73,82.26,2,2,High,High,Adult,85.995
47997,Female,41,109.7,72.4,2,2,High,High,Middle-aged,91.05000000000001
18422,Female,18,21.29,94.81,1,3,Low,High,Young,58.05
15558,Female,20,33.74,73.47,1,3,Low,High,Young,53.605000000000004
3142,Male,28,17.62,30.78,3,1,Low,Low,Adult,24.200000000000003
49219,Male,44,100.94,80.39,2,2,High,High,Middle-aged,90.66499999999999
49183,Female,44,120.61,95.35,2,2,High,High,Middle-aged,107.97999999999999
46546,Male,49,82.97,97.91,2,2,High,High,Middle-aged,90.44
16865,Male,22,18.95,62.83,1,3,Low,Medium,Young,40.89
7337,Male,23,32.63,11.05,3,1,Low,Low,Young,21.840000000000003
25146,Female,61,129.73,11.75,0,0,High,Low,Senior,70.74
34438,Female,51,117.28,15.48,0,0,High,Low,Middle-aged,66.38
4290,Female,24,25.69,28.36,3,1,Low,Low,Young,27.025
38066,Male,43,119.51,76.81,2,2,High,High,Middle-aged,98.16
6664,Female,27,36.62,10.74,3,1,Low,Low,Adult,23.68
36963,Female,58,88.16,8.44,0,0,High,Low,Middle-aged,48.3
36711,Male,39,95.56,11.16,0,0,High,Low,Adult,53.36
17737,Male,24,23.63,79.53,1,3,Low,High,Young,51.58
3203,Male,23,20.61,22.53,3,1,Low,Low,Young,21.57
45848,Male,46,86.97,72.12,2,2,High,High,Middle-aged,79.545
46889,Female,46,112.72,91.25,2,2,High,High,Middle-aged,101.985
41454,Female,28,133.05,85.55,2,2,High,High,Adult,109.30000000000001
28056,Female,38,118.44,30.43,0,0,High,Low,Adult,74.435
36872,Female,55,76.01,28.06,0,0,Medium,Low,Middle-aged,52.035000000000004
30376,Female,64,74.87,36.84,0,0,Medium,Medium,Senior,55.855000000000004
8289,Female,20,35.51,24.85,3,1,Low,Low,Young,30.18
33598,Male,49,109.49,26.0,0,0,High,Low,Middle-aged,67.745
17835,Female,23,17.03,81.55,1,3,Low,High,Young,49.29
35233,Female,41,131.47,33.21,0,0,High,Medium,Middle-aged,82.34
2324,Female,19,35.66,9.88,3,1,Low,Low,Young,22.77
34823,Female,44,114.51,28.75,0,0,High,Low,Middle-aged,71.63
31489,Female,38,85.7,23.03,0,0,High,Low,Adult,54.365
38009,Male,33,104.33,85.06,2,2,High,High,Adult,94.695
36664,Male,35,112.26,6.88,0,0,High,Low,Adult,59.57
39036,Female,32,131.68,71.23,2,2,High,High,Adult,101.45500000000001
37973,Female,34,113.08,78.66,2,2,High,High,Adult,95.87
24736,Male,20,37.44,97.63,1,3,Low,High,Young,67.535
6754,Female,34,28.58,39.59,3,1,Low,Medium,Adult,34.085
8481,Male,31,18.97,21.18,3,1,Low,Low,Adult,20.075
10422,Male,19,29.9,21.1,3,1,Low,Low,Young,25.5
42518,Female,38,94.35,78.59,2,2,High,High,Adult,86.47
19909,Female,25,24.02,86.94,1,3,Low,High,Young,55.48
16171,Female,18,28.63,66.33,1,3,Low,High,Young,47.48
46874,Female,40,93.39,98.6,2,2,High,High,Adult,95.995
15382,Female,18,34.23,87.01,1,3,Low,High,Young,60.620000000000005
42218,Male,32,133.47,64.2,2,2,High,Medium,Adult,98.83500000000001
42371,Male,35,116.86,78.82,2,2,High,High,Adult,97.84
24857,Female,23,38.44,88.42,1,3,Low,High,Young,63.43
26700,Female,56,112.87,23.2,0,0,High,Low,Middle-aged,68.035
35398,Female,59,127.62,2.96,0,0,High,Low,Middle-aged,65.29
34128,Male,52,131.18,29.14,0,0,High,Low,Middle-aged,80.16
4547,Female,28,28.74,4.05,3,1,Low,Low,Adult,16.395
43237,Male,39,77.24,84.42,2,2,Medium,High,Adult,80.83
33282,Female,53,100.36,14.24,0,0,High,Low,Middle-aged,57.3
43744,Male,26,78.46,60.79,2,2,Medium,Medium,Adult,69.625
6150,Male,18,33.04,7.73,3,1,Low,Low,Young,20.384999999999998
10689,Male,24,21.74,35.43,3,1,Low,Medium,Young,28.585
42708,Female,26,71.87,88.78,1,2,Medium,High,Adult,80.325
44466,Female,33,93.51,82.27,2,2,High,High,Adult,87.89
38933,Male,38,129.76,87.58,2,2,High,High,Adult,108.66999999999999
8633,Female,18,23.27,30.67,3,1,Low,Low,Young,26.97
49280,Male,30,93.33,63.83,2,2,High,Medium,Adult,78.58
19335,Male,28,16.85,60.57,1,3,Low,Medium,Adult,38.71
34665,Female,54,130.32,19.21,0,0,High,Low,Middle-aged,74.765
13048,Male,29,26.94,62.26,1,3,Low,Medium,Adult,44.6
17596,Male,29,16.68,93.14,1,3,Low,High,Adult,54.91
24014,Female,23,20.71,86.58,1,3,Low,High,Young,53.644999999999996
33193,Male,35,80.45,22.27,0,0,High,Low,Adult,51.36
39496,Male,49,130.44,83.79,2,2,High,High,Middle-aged,107.11500000000001
42393,Female,30,82.91,90.42,2,2,High,High,Adult,86.66499999999999
27206,Female,42,72.1,12.04,0,0,Medium,Low,Middle-aged,42.06999999999999
19328,Male,27,39.4,63.62,1,3,Low,Medium,Adult,51.51
1324,Male,31,19.57,38.3,3,1,Low,Medium,Adult,28.935
17083,Male,18,29.91,83.09,1,3,Low,High,Young,56.5
34622,Female,51,114.73,8.88,0,0,High,Low,Middle-aged,61.805
29781,Male,51,111.25,37.31,0,0,High,Medium,Middle-aged,74.28
41953,Female,39,103.03,69.62,2,2,High,High,Adult,86.325
24596,Female,21,37.54,64.21,1,3,Low,Medium,Young,50.875
10352,Male,31,25.55,1.66,3,1,Low,Low,Adult,13.605
14077,Male,26,36.06,87.96,1,3,Low,High,Adult,62.01
609,Female,24,30.34,15.16,3,1,Low,Low,Young,22.75
49584,Female,43,135.94,89.66,2,2,High,High,Middle-aged,112.8
41119,Female,25,76.41,63.39,2,2,Medium,Medium,Young,69.9
15259,Female,19,22.55,68.49,1,3,Low,High,Young,45.519999999999996
41763,Male,38,129.62,79.62,2,2,High,High,Adult,104.62
16791,Female,18,32.27,72.0,1,3,Low,High,Young,52.135000000000005
32311,Male,40,113.36,13.61,0,0,High,Low,Adult,63.485
30071,Female,52,134.26,18.14,0,0,High,Low,Middle-aged,76.19999999999999
37430,Male,42,87.52,11.89,0,0,High,Low,Middle-aged,49.705
17920,Male,20,27.02,77.86,1,3,Low,High,Young,52.44
49006,Male,41,118.02,75.56,2,2,High,High,Middle-aged,96.78999999999999
384,Male,29,28.88,29.05,3,1,Low,Low,Adult,28.965
15332,Female,19,29.1,86.96,1,3,Low,High,Young,58.03
39310,Male,37,116.54,73.05,2,2,High,High,Adult,94.795
22849,Female,21,35.31,87.37,1,3,Low,High,Young,61.34
12782,Male,29,26.52,65.67,1,3,Low,Medium,Adult,46.095
14525,Male,18,34.18,64.31,1,3,Low,Medium,Young,49.245000000000005
29006,Male,53,81.73,34.66,0,0,High,Medium,Middle-aged,58.195
24640,Male,28,28.38,90.6,1,3,Low,High,Adult,59.489999999999995
13833,Female,24,24.06,71.6,1,3,Low,High,Young,47.83
42400,Female,35,117.0,98.22,2,2,High,High,Adult,107.61
476,Female,23,21.43,31.73,3,1,Low,Low,Young,26.58
36801,Male,54,91.71,1.92,0,0,High,Low,Middle-aged,46.815
18373,Male,27,33.68,77.47,1,3,Low,High,Adult,55.575
24107,Female,19,18.63,94.26,1,3,Low,High,Young,56.445
26759,Male,47,100.44,19.04,0,0,High,Low,Middle-aged,59.739999999999995
1468,Female,29,20.78,16.77,3,1,Low,Low,Adult,18.775
46224,Female,48,109.37,72.87,2,2,High,High,Middle-aged,91.12
6725,Female,26,34.31,11.59,3,1,Low,Low,Adult,22.950000000000003
14019,Male,23,31.63,66.69,1,3,Low,High,Young,49.16
14020,Female,24,25.83,66.2,1,3,Low,High,Young,46.015
37665,Female,31,112.19,95.84,2,2,High,High,Adult,104.015
17463,Female,26,34.78,67.46,1,3,Low,High,Adult,51.12
34019,Female,42,107.18,5.99,0,0,High,Low,Middle-aged,56.585
8123,Male,24,23.63,19.52,3,1,Low,Low,Young,21.575
14401,Male,26,21.97,95.6,1,3,Low,High,Adult,58.785
7601,Female,23,20.99,21.01,3,1,Low,Low,Young,21.0
36898,Female,61,123.71,8.82,0,0,High,Low,Senior,66.265
44430,Male,26,107.64,67.05,2,2,High,High,Adult,87.345
47766,Male,37,109.8,84.88,2,2,High,High,Adult,97.34
3304,Female,24,29.51,24.19,3,1,Low,Low,Young,26.85
6343,Female,30,15.55,9.71,3,1,Low,Low,Adult,12.63
23557,Female,23,30.82,89.17,1,3,Low,High,Young,59.995000000000005
15465,Male,21,27.35,77.16,1,3,Low,High,Young,52.254999999999995
924,Male,26,36.47,27.4,3,1,Low,Low,Adult,31.935
20459,Female,18,15.09,84.03,1,3,Low,High,Young,49.56
3602,Male,20,22.4,10.55,3,1,Low,Low,Young,16.475
39665,Female,29,87.24,62.26,2,2,High,Medium,Adult,74.75
3876,Male,19,33.16,20.93,3,1,Low,Low,Young,27.044999999999998
6869,Female,30,29.48,36.49,3,1,Low,Medium,Adult,32.985
7029,Male,27,33.13,10.73,3,1,Low,Low,Adult,21.93
34520,Female,52,73.2,17.99,0,0,Medium,Low,Middle-aged,45.595
4347,Male,28,16.03,36.84,3,1,Low,Medium,Adult,26.435000000000002
42203,Male,48,97.57,91.71,2,2,High,High,Middle-aged,94.63999999999999
20904,Female,22,19.61,66.86,1,3,Low,High,Young,43.235
41873,Female,25,74.72,65.45,1,2,Medium,Medium,Young,70.08500000000001
8542,Male,26,32.38,14.97,3,1,Low,Low,Adult,23.675
6007,Female,19,28.6,7.9,3,1,Low,Low,Young,18.25
15405,Male,21,28.0,79.75,1,3,Low,High,Young,53.875
23729,Female,24,30.07,86.32,1,3,Low,High,Young,58.19499999999999
39783,Male,33,118.3,63.67,2,2,High,Medium,Adult,90.985
11403,Female,28,24.31,14.53,3,1,Low,Low,Adult,19.419999999999998
40076,Female,25,75.4,81.48,2,2,Medium,High,Young,78.44
30390,Male,40,128.01,7.28,0,0,High,Low,Adult,67.645
2626,Female,30,18.46,16.56,3,1,Low,Low,Adult,17.509999999999998
40572,Female,32,91.74,69.97,2,2,High,High,Adult,80.85499999999999
16719,Male,27,19.79,92.49,1,3,Low,High,Adult,56.14
39071,Male,25,100.53,85.16,2,2,High,High,Young,92.845
14882,Male,25,21.73,80.83,1,3,Low,High,Young,51.28
24627,Male,20,34.09,80.24,1,3,Low,High,Young,57.165
45887,Male,45,106.05,82.88,2,2,High,High,Middle-aged,94.465
39563,Male,45,73.26,89.18,2,2,Medium,High,Middle-aged,81.22
39571,Female,41,83.34,89.12,2,2,High,High,Middle-aged,86.23
22176,Male,18,38.61,75.94,1,3,Low,High,Young,57.275
14665,Female,28,38.1,94.54,1,3,Low,High,Adult,66.32000000000001
20736,Male,18,30.66,97.26,1,3,Low,High,Young,63.96
18939,Male,26,39.73,97.69,1,3,Low,High,Adult,68.71
33114,Male,52,107.19,19.15,0,0,High,Low,Middle-aged,63.17
41688,Female,44,133.67,68.94,2,2,High,High,Middle-aged,101.30499999999999
47225,Male,32,99.67,96.09,2,2,High,High,Adult,97.88
18350,Male,27,23.82,79.65,1,3,Low,High,Adult,51.735
32615,Female,46,75.67,30.84,0,0,Medium,Low,Middle-aged,53.255
41824,Female,27,114.23,89.79,2,2,High,High,Adult,102.01
5785,Female,24,38.82,24.55,3,1,Low,Low,Young,31.685000000000002
47762,Female,49,76.71,60.4,2,2,Medium,Medium,Middle-aged,68.55499999999999
43475,Male,44,83.19,69.25,2,2,High,High,Middle-aged,76.22
27997,Male,43,76.75,5.14,0,0,Medium,Low,Middle-aged,40.945
7990,Male,33,20.4,22.16,3,1,Low,Low,Adult,21.28
24047,Male,22,30.69,60.15,1,3,Low,Medium,Young,45.42
37659,Female,38,77.59,93.07,2,2,Medium,High,Adult,85.33
2358,Female,23,22.59,36.92,3,1,Low,Medium,Young,29.755000000000003
48587,Female,48,93.58,83.04,2,2,High,High,Middle-aged,88.31
49351,Male,48,94.57,72.5,2,2,High,High,Middle-aged,83.535
1399,Female,23,23.9,6.79,3,1,Low,Low,Young,15.344999999999999
30360,Female,51,133.31,4.45,0,0,High,Low,Middle-aged,68.88
15275,Female,21,38.85,84.49,1,3,Low,High,Young,61.67
43314,Male,36,111.58,93.85,2,2,High,High,Adult,102.715
13502,Female,27,36.62,94.33,1,3,Low,High,Adult,65.475
9280,Female,20,26.32,39.94,3,1,Low,Medium,Young,33.129999999999995
38055,Male,44,73.85,85.15,2,2,Medium,High,Middle-aged,79.5
35521,Female,38,74.72,21.44,0,0,Medium,Low,Adult,48.08
41308,Male,39,73.02,79.29,2,2,Medium,High,Adult,76.155
48423,Female,32,127.62,83.84,2,2,High,High,Adult,105.73
38629,Female,32,117.89,77.32,2,2,High,High,Adult,97.60499999999999
37468,Female,39,107.23,25.92,0,0,High,Low,Adult,66.575
16901,Male,18,34.25,84.78,1,3,Low,High,Young,59.515
18440,Female,19,27.29,82.97,1,3,Low,High,Young,55.129999999999995
40812,Male,33,71.18,80.02,2,2,Medium,High,Adult,75.6
471,Male,32,20.02,21.9,3,1,Low,Low,Adult,20.96
17019,Female,18,17.69,98.87,1,3,Low,High,Young,58.28
33442,Female,42,125.55,25.34,0,0,High,Low,Middle-aged,75.445
9039,Female,27,33.29,12.2,3,1,Low,Low,Adult,22.744999999999997
32851,Female,66,99.08,26.18,0,0,High,Low,Senior,62.629999999999995
42368,Female,25,72.26,71.16,1,2,Medium,High,Young,71.71000000000001
42220,Male,28,78.24,68.48,2,2,Medium,High,Adult,73.36
14972,Male,18,15.31,61.47,1,3,Low,Medium,Young,38.39
45350,Male,39,88.93,62.65,2,2,High,Medium,Adult,75.79
7970,Male,22,36.07,39.15,3,1,Low,Medium,Young,37.61
39258,Male,45,99.34,67.7,2,2,High,High,Middle-aged,83.52000000000001
46279,Female,48,116.56,98.16,2,2,High,High,Middle-aged,107.36
46593,Female,37,100.98,79.2,2,2,High,High,Adult,90.09
31455,Male,51,80.75,17.35,0,0,High,Low,Middle-aged,49.05
22418,Male,22,18.04,60.71,1,3,Low,Medium,Young,39.375
13927,Female,29,19.76,90.34,1,3,Low,High,Adult,55.050000000000004
37402,Male,51,93.36,16.88,0,0,High,Low,Middle-aged,55.12
43738,Male,32,133.11,92.03,2,2,High,High,Adult,112.57000000000001
30780,Male,60,98.1,21.19,0,0,High,Low,Middle-aged,59.644999999999996
3644,Female,21,21.01,14.99,3,1,Low,Low,Young,18.0
9725,Female,21,27.67,14.52,3,1,Low,Low,Young,21.095
33615,Female,69,112.09,28.25,0,0,High,Low,Senior,70.17
27845,Female,64,79.47,2.29,0,0,Medium,Low,Senior,40.88
34915,Female,35,94.76,15.85,0,0,High,Low,Adult,55.305
8502,Female,30,24.14,26.05,3,1,Low,Low,Adult,25.095
9393,Male,32,21.32,36.45,3,1,Low,Medium,Adult,28.885
3249,Female,23,32.41,11.57,3,1,Low,Low,Young,21.99
8914,Male,24,20.0,32.8,3,1,Low,Low,Young,26.4
10428,Female,30,15.15,5.6,3,1,Low,Low,Adult,10.375
27039,Female,68,123.69,34.19,0,0,High,Medium,Senior,78.94
25238,Male,36,99.37,17.41,0,0,High,Low,Adult,58.39
25928,Female,59,86.8,13.84,0,0,High,Low,Middle-aged,50.32
38179,Female,26,99.01,93.4,2,2,High,High,Adult,96.20500000000001
17181,Male,23,32.99,75.67,1,3,Low,High,Young,54.33
10073,Female,23,38.34,39.46,3,1,Low,Medium,Young,38.900000000000006
32149,Male,55,96.99,31.42,0,0,High,Low,Middle-aged,64.205
33137,Female,35,79.06,23.46,3,0,Medium,Low,Adult,51.260000000000005
41097,Male,36,110.02,75.1,2,2,High,High,Adult,92.56
11633,Male,32,15.3,17.56,3,1,Low,Low,Adult,16.43
18045,Male,24,33.96,88.23,1,3,Low,High,Young,61.095
182,Female,20,24.93,5.09,3,1,Low,Low,Young,15.01
9207,Female,22,28.08,32.74,3,1,Low,Low,Young,30.41
13661,Female,26,23.5,60.46,1,3,Low,Medium,Adult,41.980000000000004
49199,Female,46,116.63,88.06,2,2,High,High,Middle-aged,102.345
23924,Male,29,15.69,82.19,1,3,Low,High,Adult,48.94
14767,Male,28,21.16,94.45,1,3,Low,High,Adult,57.805
1144,Male,32,21.79,36.27,3,1,Low,Medium,Adult,29.03
29226,Female,61,128.88,13.3,0,0,High,Low,Senior,71.09
19486,Male,20,16.42,80.33,1,3,Low,High,Young,48.375
44867,Female,28,99.04,66.94,2,2,High,High,Adult,82.99000000000001
37959,Male,47,136.78,78.86,2,2,High,High,Middle-aged,107.82
20022,Female,21,33.15,60.06,1,3,Low,Medium,Young,46.605000000000004
38220,Male,42,105.65,83.31,2,2,High,High,Middle-aged,94.48
40064,Male,45,136.5,62.87,2,2,High,Medium,Middle-aged,99.685
46918,Female,33,87.73,67.35,2,2,High,High,Adult,77.53999999999999
24698,Female,20,24.81,80.01,1,3,Low,High,Young,52.410000000000004
13646,Male,25,21.03,91.1,1,3,Low,High,Young,56.065
37894,Male,29,91.46,67.01,2,2,High,High,Adult,79.235
30389,Male,64,120.04,23.35,0,0,High,Low,Senior,71.69500000000001
1009,Male,26,39.93,2.17,3,1,Low,Low,Adult,21.05
33453,Female,60,89.03,32.71,0,0,High,Low,Middle-aged,60.870000000000005
37176,Female,37,119.67,27.99,0,0,High,Low,Adult,73.83
24363,Male,25,15.47,75.08,1,3,Low,High,Young,45.275
16065,Male,22,34.32,97.33,1,3,Low,High,Young,65.825
8148,Male,18,18.9,22.22,3,1,Low,Low,Young,20.56
48372,Male,27,133.23,68.95,2,2,High,High,Adult,101.09
18822,Male,27,39.07,67.43,1,3,Low,High,Adult,53.25
40310,Male,47,103.17,97.59,2,2,High,High,Middle-aged,100.38
25099,Male,38,86.67,2.95,0,0,High,Low,Adult,44.81
10309,Male,30,31.3,15.7,3,1,Low,Low,Adult,23.5
41326,Female,35,86.26,96.32,2,2,High,High,Adult,91.28999999999999
23588,Female,19,27.6,60.49,1,3,Low,Medium,Young,44.045
13444,Male,26,31.27,72.48,1,3,Low,High,Adult,51.875
46796,Male,39,93.88,95.07,2,2,High,High,Adult,94.475
35824,Female,44,111.7,29.45,0,0,High,Low,Middle-aged,70.575
45303,Female,44,130.61,91.6,2,2,High,High,Middle-aged,111.105
20668,Male,26,15.73,74.14,1,3,Low,High,Adult,44.935
35111,Male,66,122.12,24.91,0,0,High,Low,Senior,73.515
33505,Male,68,77.91,6.29,0,0,Medium,Low,Senior,42.1
37965,Male,34,75.92,87.58,2,2,Medium,High,Adult,81.75
12737,Female,26,32.68,94.3,1,3,Low,High,Adult,63.489999999999995
10609,Male,26,19.39,18.33,3,1,Low,Low,Adult,18.86
21454,Female,25,36.43,98.94,1,3,Low,High,Young,67.685
